CONTROL_JOB_NO,REGION_NAME,BUSINESS_UNIT,OFFICE_NAME,CITY,STATE,CORE_MARKET,MARKET_SECTOR,PROJECT_TYPE,TOTAL_CONTROL_ESTIMATE,BUILDING_SIZE
PROJECT_0138,Southwest,SoCal,Newport Beach,,,Other,,Other,100000.0,90000.0
PROJECT_0155,Southwest,SoCal,Newport Beach,,,Advanced Systems & Innovation,,Advanced Manufacturing,709000.0,250000.0
PROJECT_0181,Southwest,Arizona,Phoenix,Gilbert,AZ,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,970429.0,36000.0
PROJECT_0449,Southeast,Central Florida,Orlando,Orlando,FL,Academic Institutions,AI-Public,Education/Classroom Space,447853.0,90000.0
PROJECT_0101,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,Other,445580.0,101000.0
PROJECT_0002,Northwest,Bay Area,Silicon Valley,,,Corporate & Workplace,,Office,0.0,400000.0
PROJECT_0433,Southeast,Central Florida,Tampa,St. Petersburg,FL,Clinical Infrastructure,,Hospitals,3159338.0,29000.0
PROJECT_0096,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),316828.0,43530.0
PROJECT_0312,Northeast,DC - Baltimore,Washington DC,Reston,VA,Advanced Systems & Innovation,,Mission Critical,1733290.0,25000.0
PROJECT_0433,Southeast,Central Florida,Tampa,St. Petersburg,FL,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,38944538.0,29000.0
PROJECT_0037,Northwest,Bay Area,Silicon Valley,Oakland,CA,Corporate & Workplace,,Office,1000.0,20000.0
PROJECT_0026,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,ASI-Semiconductor,Office,0.0,
PROJECT_0424,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,276699.0,10000.0
PROJECT_0046,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,43168792.0,40000.0
PROJECT_0100,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),58352.0,39000.0
PROJECT_0342,Northeast,Richmond,Richmond,Richmond,VA,Corporate & Workplace,,Mission Critical,0.0,5000.0
PROJECT_0135,Southwest,SoCal,Newport Beach,Playa del Rey,CA,Corporate & Workplace,,Other,11341891.0,
PROJECT_0040,Northwest,Bay Area,Silicon Valley,Foster City,CA,Advanced Systems & Innovation,ASI-Clean Technologies,Advanced Manufacturing,1884178.0,200000.0
PROJECT_0494,Southeast,Nashville,Nashville,Nashville,TN,Corporate & Workplace,,Office,457233.0,13000.0
PROJECT_0497,Southeast,Nashville,Nashville,NASHVILLE,TN,Academic Institutions,AI-Private,Student Housing,18093130.0,80000.0
PROJECT_0281,Central,Dallas FTW,Dallas FTW,Garland,TX,Advanced Systems & Innovation,,Mission Critical,904629.0,300000.0
PROJECT_0404,Southeast,South Florida,South Florida,Fort Lauderdale,FL,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,906157.0,560.0
PROJECT_0522,Northeast,Boston,Boston,Cambridge,MA,Academic Institutions,,Education/Classroom Space,0.0,6900.0
PROJECT_0109,Southwest,San Diego,San Diego,Encinitas,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,34000.0
PROJECT_0012,Northwest,Bay Area,Silicon Valley,Oakland,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,439907.0,0.0
PROJECT_0530,Northeast,Boston,Boston,Boston,MA,Academic Institutions,AI-Private,Education/Classroom Space,2766058.0,51000.0
PROJECT_0027,Northwest,Bay Area,Silicon Valley,Alameda,CA,Biomedical Facilities,,Office,0.0,
PROJECT_0409,Southeast,Raleigh-Durham,Raleigh-Durham,Raleigh,NC,Academic Institutions,AI-Public,Hospitals,3956456.0,100000.0
PROJECT_0264,Central,Dallas FTW,Dallas FTW,Roanoke,TX,Corporate & Workplace,CW-Finance/Banking/Insurance,Mission Critical,25420570.19,251349.0
PROJECT_0031,Northwest,Bay Area,Silicon Valley,San Carlos,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),1877932.0,2500.0
PROJECT_0094,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),794174.0,99645.0
PROJECT_0381,Southeast,Atlanta,Atlanta,Rome,GA,Clinical Infrastructure,,Hospitals,440555.0,11200.0
PROJECT_0026,Northwest,Bay Area,Silicon Valley,,,Advanced Systems & Innovation,,Office,1614471.0,
PROJECT_0015,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,14090449.71,200000.0
PROJECT_0010,Northwest,Bay Area,Silicon Valley,,,Clinical Infrastructure,,Hospitals,9139288.0,1000.0
PROJECT_0431,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,,Biopharm Manufacturing,20000.0,600.0
PROJECT_0034,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,40242690.0,40000.0
PROJECT_0356,Northeast,DC - Baltimore,Baltimore,Frederick,MD,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,0.0,20000.0
PROJECT_0103,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),4986.0,
PROJECT_0040,Northwest,Bay Area,Silicon Valley,Hayward,CA,Advanced Systems & Innovation,ASI-Clean Technologies,Advanced Manufacturing,1627191.0,200000.0
PROJECT_0148,Southwest,SoCal,Newport Beach,Claremont,CA,Clinical Infrastructure,CI-Residential Care,Residential Care Facility,463216.0,1000.0
PROJECT_0517,Northeast,Boston,Boston,Wallingford,CT,Clinical Infrastructure,,Outpatient Healthcare,2216002.0,28245.0
PROJECT_0291,Central,Dallas FTW,Dallas FTW,Carrollton,TX,Biomedical Facilities,BF-Medical Device,R&amp;D Building (Laboratories),588343.0,
PROJECT_0381,Southeast,Atlanta,Atlanta,Rome,GA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,4767800.0,11200.0
PROJECT_0536,Northeast,Boston,Boston,Boston,MA,Corporate & Workplace,CW-Developer,Office,4010804.0,9400.0
PROJECT_0571,,,Denver (D8-B),Boulder,CO,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),38527.23,2100.0
PROJECT_0411,Southeast,Raleigh-Durham,Raleigh-Durham,,,Biomedical Facilities,,Biopharm Manufacturing,4939811.0,0.0
PROJECT_0103,Southwest,San Diego,San Diego,,,Biomedical Facilities,,R&amp;D Building (Laboratories),543611.0,
PROJECT_0496,Southeast,Nashville,Nashville,Gallatin,TN,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,17572017.0,36.0
PROJECT_0544,Northwest,Pacific Northwest,Seattle,,,Clinical Infrastructure,,Outpatient Healthcare,1406613.0,1000.0
PROJECT_0151,Southwest,SoCal,Newport Beach,El Segundo,CA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,23901319.0,113606.0
PROJECT_0346,Northeast,Richmond,Richmond,,VA,Corporate & Workplace,,Office,15953.0,192000.0
PROJECT_0194,Southwest,Arizona,Phoenix,Buckeye,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,177677.0
PROJECT_0226,Central,Austin,Austin,Pflugerville,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,113500.0
PROJECT_0444,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,AI-Public,Education/Classroom Space,4716160.0,8500.0
PROJECT_0395,Southeast,South Florida,South Florida,Palm Beach Gardens,FL,Other,OTH-Energy Provider,Office,25297665.0,240000.0
PROJECT_0343,Northeast,Richmond,Richmond,Richmond,VA,Corporate & Workplace,CW-Finance/Banking/Insurance,Mission Critical,3146022.0,50000.0
PROJECT_0512,Northeast,New Jersey,New Jersey,Branchburg,NJ,Biomedical Facilities,,Biopharm Manufacturing,282179.0,21000.0
PROJECT_0498,,,,Birmingham,AL,Advanced Systems & Innovation,,Mission Critical,0.0,300000.0
PROJECT_0209,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,146342.0,500.0
PROJECT_0161,Southwest,SoCal,Newport Beach,Tarzana,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,0.0,57000.0
PROJECT_0026,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,,Office,0.0,
PROJECT_0180,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1528329.0,800.0
PROJECT_0403,Southeast,South Florida,South Florida,Fort Lauderdale,FL,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,2855289.0,4863.0
PROJECT_0137,Southwest,SoCal,Newport Beach,Irvine,CA,Biomedical Facilities,BF-Research & Development/Science & Technology,R&amp;D Building (Laboratories),25632022.0,61000.0
PROJECT_0023,Northwest,Bay Area,Silicon Valley,San Francisco,CA,Corporate & Workplace,,Office,23740.0,20000.0
PROJECT_0515,Northeast,Boston,Boston,Hartford,CT,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,205478774.28,212000.0
PROJECT_0248,Central,Austin,Austin,Round Rock,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,9708770.0,21907.0
PROJECT_0503,Northeast,New Jersey,New Jersey,Branchburg,NJ,Biomedical Facilities,BF-Biotech/Pharmaceutical,Other,4267946.0,12000.0
PROJECT_0227,Central,Austin,Austin,San Antonio,TX,Advanced Systems & Innovation,,Mission Critical,0.0,293000.0
PROJECT_0398,Southeast,South Florida,South Florida,Miami,FL,Academic Institutions,AI-Private,Education/Classroom Space,3183752.0,5066.0
PROJECT_0235,Central,Austin,Austin,Abilene,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,65260689.0,948000.0
PROJECT_0554,,,Colorado Springs (D8-A),Colorado Springs,CO,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,0.0,350.0
PROJECT_0167,Southwest,SoCal,Newport Beach,Los Angeles,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),0.0,144684.0
PROJECT_0013,Northwest,Bay Area,Silicon Valley,Antioch,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,808513.0,0.0
PROJECT_0337,Northeast,Richmond,Richmond,Chester,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,337513966.0,150000.0
PROJECT_0484,Southeast,Charlotte-Greenville,Greenville,Greer,SC,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,3340645.0,200000.0
PROJECT_0011,Northwest,Bay Area,Silicon Valley,,,Clinical Infrastructure,,Hospitals,106680.0,0.0
PROJECT_0292,Central,Dallas FTW,Dallas FTW,Southlake,TX,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,7785405.0,7500000.0
PROJECT_0114,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),2485644.0,
PROJECT_0432,Southeast,Central Florida,Tampa,LUTZ,FL,Other,OTH-Energy Provider,Mission Critical,200317137.89,150000.0
PROJECT_0144,Southwest,SoCal,Newport Beach,Northridge,CA,Academic Institutions,,Education/Classroom Space,5150612.0,40000.0
PROJECT_0406,Southeast,Raleigh-Durham,Raleigh-Durham,Morrisville,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,131607214.0,196711.0
PROJECT_0351,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,41885057.0,76380.0
PROJECT_0020,Northwest,Bay Area,Silicon Valley,Santa Clara,CA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,2146820.0,100000.0
PROJECT_0455,Southeast,Central Florida,Orlando,Orlando,FL,Other,OTH-Amusement & Theme Parks,Other,5757130.0,30000.0
PROJECT_0393,Southeast,South Florida,South Florida,,,Clinical Infrastructure,,Outpatient Healthcare,124575.0,30000.0
PROJECT_0393,Southeast,South Florida,South Florida,Pembroke Pines,FL,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,35607454.14,30000.0
PROJECT_0470,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Advanced Systems & Innovation,,Mission Critical,1626525.0,
PROJECT_0502,Northeast,New Jersey,New Jersey,Secaucus,NJ,Advanced Systems & Innovation,,Mission Critical,1520761.0,35000.0
PROJECT_0426,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,,Biopharm Manufacturing,0.0,10000.0
PROJECT_0405,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,191275053.0,118000.0
PROJECT_0134,Southwest,SoCal,Newport Beach,Los Angeles,CA,Biomedical Facilities,,Biopharm Manufacturing,15514518.34,20000.0
PROJECT_0473,Southeast,Charlotte-Greenville,Charlotte,Forest City,NC,Advanced Systems & Innovation,,Mission Critical,0.0,875000.0
PROJECT_0070,Northwest,Sacramento,Sacramento,Chico,CA,Academic Institutions,,Education/Classroom Space,6267433.0,30000.0
PROJECT_0099,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),11715341.0,450000.0
PROJECT_0083,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),746368.0,2000000.0
PROJECT_0497,Southeast,Nashville,Nashville,NASHVILLE,TN,Academic Institutions,,Student Housing,2832853.0,80000.0
PROJECT_0546,Northwest,Pacific Northwest,Seattle,Redmond,WA,Biomedical Facilities,,Biopharm Manufacturing,46210.0,2030.0
PROJECT_0330,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,311000.0
PROJECT_0374,Southeast,Atlanta,Atlanta,Atlanta,GA,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,8864122.0,10000.0
PROJECT_0407,Southeast,Raleigh-Durham,Raleigh-Durham,Greenville,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,75018740.0,100000.0
PROJECT_0557,,,Denver (D8-B),Boulder,CO,Advanced Systems & Innovation,ASI-Defense & Aerospace,Advanced Manufacturing,2789596.0,75000.0
PROJECT_0090,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),39327440.0,385000.0
PROJECT_0163,Southwest,SoCal,Newport Beach,Irvine,CA,Biomedical Facilities,,Office,322048.0,5000.0
PROJECT_0459,Southeast,Central Florida,Orlando,Groveland,FL,Other,,Warehouse / Distribution,37500.0,68195.0
PROJECT_0553,,,,Colorado Springs,CO,Advanced Systems & Innovation,,Mission Critical,95353.0,
PROJECT_0222,Central,Austin,Austin,Austin,TX,Corporate & Workplace,,Mixed Use,0.0,2500000.0
PROJECT_0139,Southwest,SoCal,Newport Beach,Los Angeles,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,3840141.0,
PROJECT_0384,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,,Hospitals,997003.0,15000.0
PROJECT_0376,Southeast,Atlanta,Atlanta,Atlanta,GA,Clinical Infrastructure,,Outpatient Healthcare,1858100.0,182000.0
PROJECT_0297,,,,Abilene,TX,Advanced Systems & Innovation,,Mission Critical,1046907351.0,
PROJECT_0310,Northeast,DC - Baltimore,Washington DC,Fairfax,VA,Clinical Infrastructure,,Hospitals,1173490.0,9250.0
PROJECT_0133,Southwest,SoCal,Newport Beach,,,Clinical Infrastructure,,Outpatient Healthcare,1254529.0,19550.0
PROJECT_0216,Southwest,Arizona,Tucson,Tucson,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,16846430.0,46000.0
PROJECT_0227,Central,Austin,Austin,San Antonio,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,524139.0,293000.0
PROJECT_0113,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Developer,Other,56083.0,720.0
PROJECT_0056,Northwest,Bay Area,Silicon Valley,Foster City,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,Office,391372.0,2500.0
PROJECT_0206,Southwest,Arizona,Phoenix,Goodyear,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,905147.0,910.0
PROJECT_0261,Central,Dallas FTW,Dallas FTW,Fort Worth,TX,Clinical Infrastructure,CI-Healthcare Provider,Other,34451005.0,182152.0
PROJECT_0292,Central,Dallas FTW,Dallas FTW,Southlake,TX,Advanced Systems & Innovation,,Mission Critical,435677.0,7500000.0
PROJECT_0450,Southeast,Central Florida,Orlando,,FL,Corporate & Workplace,CW-Media & Entertainment,Other,706100.0,150000.0
PROJECT_0427,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),6375332.0,9153.0
PROJECT_0172,Southwest,Arizona,Phoenix,Scottsdale,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,15937157.0,30000.0
PROJECT_0108,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),84960.0,19845.0
PROJECT_0124,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),268850.0,77000.0
PROJECT_0290,Central,Dallas FTW,Dallas FTW,Midlothian,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,1270676.53,
PROJECT_0028,Northwest,Bay Area,Silicon Valley,Petaluma,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),692650.0,7000.0
PROJECT_0152,Southwest,SoCal,Newport Beach,Pasadena,CA,Corporate & Workplace,CW-Developer,R&amp;D Building (Laboratories),0.0,93000.0
PROJECT_0571,,,,Boulder,CO,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,2100.0
PROJECT_0548,Northwest,Pacific Northwest,Seattle,Bellevue,WA,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,0.0,160000.0
PROJECT_0428,Southeast,Raleigh-Durham,Raleigh-Durham,Raleigh,NC,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,4616644.0,700000.0
PROJECT_0252,Central,Houston,Houston,Cypress,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,72974074.0,128117.0
PROJECT_0031,Northwest,Bay Area,Silicon Valley,San Carlos,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,2500.0
PROJECT_0323,Northeast,DC - Baltimore,Washington DC,Fredericksburg,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,66964775.0,85.0
PROJECT_0440,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,,Education/Classroom Space,2846493.0,8900.0
PROJECT_0294,Central,Dallas FTW,Dallas FTW,Fort Worth,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1006048.0,0.0
PROJECT_0208,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,3527144.0,1800.0
PROJECT_0338,Northeast,Richmond,Richmond,Ashland,VA,Clinical Infrastructure,,Outpatient Healthcare,1042344.0,16400.0
PROJECT_0214,Southwest,Arizona,Phoenix,Phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,7000.0
PROJECT_0254,Central,Houston,Houston,Abilene,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,450000.0
PROJECT_0165,Southwest,SoCal,Newport Beach,Thousand Oaks,CA,Clinical Infrastructure,,Outpatient Healthcare,411193.0,59243.0
PROJECT_0237,Central,Austin,Austin,San Antonio,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,150000.0
PROJECT_0019,Northwest,Bay Area,Silicon Valley,,CA,Corporate & Workplace,,Office,22670.0,21000.0
PROJECT_0572,,,Denver (D8-B),Westminster,CO,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,1207804.0,
PROJECT_0011,Northwest,Bay Area,Silicon Valley,San Leandro,CA,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,402445.0,0.0
PROJECT_0553,,,Colorado Springs (D8-A),Colorado Springs,CO,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,633800.0,
PROJECT_0464,Southeast,Central Florida,Orlando,Lake Buena Vista,FL,Corporate & Workplace,,Retail,358783.0,6860.0
PROJECT_0234,Central,Austin,Austin,Austin,TX,Advanced Systems & Innovation,ASI-Semiconductor,Advanced Manufacturing,34506474.0,112000.0
PROJECT_0243,Central,Austin,Austin,Austin,TX,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,0.0,2500.0
PROJECT_0248,Central,Austin,Austin,Round Rock,TX,Clinical Infrastructure,,Hospitals,1755384.0,21907.0
PROJECT_0170,Southwest,Arizona,Phoenix,Goodyear,AZ,Advanced Systems & Innovation,ASI-Consumer/Commercial Electronics,Mission Critical,297169501.96,500000.0
PROJECT_0287,Central,Dallas FTW,Dallas FTW,Garland,TX,Advanced Systems & Innovation,ASI-Internet & Telecom,Mission Critical,30975.0,12.0
PROJECT_0040,Northwest,Bay Area,Silicon Valley,Fremont,CA,Advanced Systems & Innovation,ASI-Clean Technologies,Advanced Manufacturing,478175.0,200000.0
PROJECT_0281,Central,Dallas FTW,Dallas FTW,Garland,TX,Advanced Systems & Innovation,ASI-Developer,Mission Critical,2688933.0,300000.0
PROJECT_0419,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Biomedical Facilities,BF-Biotech/Pharmaceutical,Biopharm Manufacturing,18331524.0,8250.0
PROJECT_0058,Northwest,Bay Area,Silicon Valley,South San Francisco,CA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),118000.0,
PROJECT_0447,Southeast,Central Florida,Tampa,Tampa,FL,Academic Institutions,AI-Public,Education/Classroom Space,126428.0,
PROJECT_0498,,,Southeast (D5-R),Birmingham,AL,Advanced Systems & Innovation,ASI-Enterprise Technologies,Mission Critical,500000.0,300000.0
PROJECT_0149,Southwest,SoCal,Newport Beach,Murrieta,CA,Advanced Systems & Innovation,ASI-Semiconductor,Advanced Manufacturing,174938.0,500.0
PROJECT_0224,Central,Austin,Austin,Austin,TX,Corporate & Workplace,CW-Hospitality,Hotel / Convention Center,91481493.92,182000.0
PROJECT_0006,Northwest,Bay Area,Silicon Valley,,,Clinical Infrastructure,,Hospitals,375675.0,4000.0
PROJECT_0348,Northeast,Richmond,Richmond,,,Clinical Infrastructure,,Hospitals,365548.0,27500.0
PROJECT_0289,Central,Dallas FTW,Dallas FTW,Dallas,TX,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,857231.0,1000.0
PROJECT_0371,Southeast,Atlanta,Atlanta,Norcross,GA,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,1100000.0
PROJECT_0239,Central,Austin,Austin,The Woodlands,TX,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,3242223.0,5200.0
PROJECT_0558,,,Denver (D8-B),Parker,CO,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,12586478.0,188000.0
PROJECT_0465,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Academic Institutions,AI-Public,Education/Classroom Space,0.0,105000.0
PROJECT_0358,Northeast,DC - Baltimore,Baltimore,Baltimore,MD,Biomedical Facilities,BF-Research & Development/Science & Technology,Office,412313.0,2073.0
PROJECT_0539,Northwest,Pacific Northwest,Seattle,Seattle,WA,Biomedical Facilities,BF-Developer,R&amp;D Building (Laboratories),25069.0,
PROJECT_0317,Northeast,DC - Baltimore,Washington DC,Ashburn,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,0.0,265950.0
PROJECT_0420,Southeast,Raleigh-Durham,Raleigh-Durham,Durham,NC,Academic Institutions,AI-Private,Education/Classroom Space,4979082.0,51000.0
PROJECT_0005,Northwest,Bay Area,Silicon Valley,Palo Alto,CA,Corporate & Workplace,CW-Professional Services,Office,9945001.0,191836.0
PROJECT_0475,Southeast,Charlotte-Greenville,Charlotte,Forest City,NC,Advanced Systems & Innovation,,Mission Critical,0.0,250000.0
PROJECT_0049,Northwest,Bay Area,Silicon Valley,Alameda,CA,Biomedical Facilities,,R&amp;D Building (Laboratories),0.0,15000.0
PROJECT_0566,,,Denver (D8-B),Longmont,CO,Corporate & Workplace,CW-3rd Party CMs,Office,2002366.0,16700.0
PROJECT_0518,Northeast,Boston,Boston,Worcester,MA,Corporate & Workplace,,Office,1608440.0,47500.0
PROJECT_0494,Southeast,Nashville,Nashville,Nashville,TN,Corporate & Workplace,CW-Media & Entertainment,Office,7829822.0,13000.0
PROJECT_0341,Northeast,Richmond,Richmond,Sandston,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,1110068.0,75000.0
PROJECT_0030,Northwest,Bay Area,Silicon Valley,San Jose,CA,Other,,Office,0.0,20000.0
PROJECT_0436,Southeast,Central Florida,Tampa,Tampa,FL,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),1778209.0,50000.0
PROJECT_0197,Southwest,Arizona,Phoenix,phoenix,AZ,Clinical Infrastructure,CI-Healthcare Provider,Hospitals,0.0,750.0
PROJECT_0389,Southeast,South Florida,South Florida,Boca Raton,FL,Clinical Infrastructure,CI-Healthcare Provider,Outpatient Healthcare,29966900.0,15000.0
PROJECT_0070,Northwest,Sacramento,Sacramento,,,Academic Institutions,,Education/Classroom Space,4520379.0,30000.0
PROJECT_0230,Central,Austin,Austin,Austin,TX,Advanced Systems & Innovation,ASI-Semiconductor,Advanced Manufacturing,7510727.11,5000.0
PROJECT_0493,Southeast,Nashville,Nashville,Nashville,TN,Clinical Infrastructure,,Hospitals,0.0,1264.0
PROJECT_0311,Northeast,DC - Baltimore,Washington DC,Reston,VA,Advanced Systems & Innovation,ASI-Developer,Mission Critical,2184329.0,4500.0
PROJECT_0136,Southwest,SoCal,Newport Beach,Fullerton,CA,Academic Institutions,AI-Public,Education/Classroom Space,20942314.0,19500.0
PROJECT_0019,Northwest,Bay Area,Silicon Valley,San Jose,CA,Corporate & Workplace,CW-Finance/Banking/Insurance,Office,8496821.0,21000.0
PROJECT_0168,Southwest,SoCal,Newport Beach,Anaheim,CA,Corporate & Workplace,,Warehouse / Distribution,0.0,20000.0
PROJECT_0471,Southeast,Charlotte-Greenville,Charlotte,Charlotte,NC,Corporate & Workplace,CW-Developer,Office,0.0,38347.0
PROJECT_0091,Southwest,San Diego,San Diego,San Diego,CA,Biomedical Facilities,BF-Biotech/Pharmaceutical,R&amp;D Building (Laboratories),0.0,4200.0
PROJECT_0097,Southwest,San Diego,San Diego,San Diego,CA,Clinical Infrastructure,,Outpatient Healthcare,48520.0,5300.0
PROJECT_0028,Northwest,Bay Area,Silicon Valley,,,Biomedical Facilities,,R&amp;D Building (Laboratories),4617.0,7000.0
PROJECT_0432,Southeast,Central Florida,Tampa,Lutz,FL,Other,OTH-Energy Provider,Mission Critical,444062.75,150000.0
PROJECT_0337,Northeast,Richmond,Richmond,,,Advanced Systems & Innovation,,Mission Critical,220905933.27,150000.0
PROJECT_0359,Northeast,DC - Baltimore,Baltimore,Westinster,MD,Clinical Infrastructure,,Hospitals,929840.0,20000.0
